image_id,image_filename,file_path,true_label,generator_model,art_style,source_folder
fake_0010,1_125743.png,images/fake/dalle/1_125743.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0011,1_131703.png,images/fake/dalle/1_131703.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0012,1_134668.png,images/fake/dalle/1_134668.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0013,1_125043.png,images/fake/dalle/1_125043.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0014,1_136042.png,images/fake/dalle/1_136042.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0015,1_138229.png,images/fake/dalle/1_138229.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0016,1_136345.png,images/fake/dalle/1_136345.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0017,1_131344.png,images/fake/dalle/1_131344.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0018,1_131878.png,images/fake/dalle/1_131878.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0019,1_132247.png,images/fake/dalle/1_132247.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0020,1_132166.png,images/fake/dalle/1_132166.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0021,1_131078.png,images/fake/dalle/1_131078.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0022,1_128244.png,images/fake/dalle/1_128244.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0023,1_133491.png,images/fake/dalle/1_133491.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0024,1_134590.png,images/fake/dalle/1_134590.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0025,1_126162.png,images/fake/dalle/1_126162.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0026,1_130973.png,images/fake/dalle/1_130973.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0027,1_132933.png,images/fake/dalle/1_132933.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0028,1_130300.png,images/fake/dalle/1_130300.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0029,1_130159.png,images/fake/dalle/1_130159.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0030,1_130959.png,images/fake/dalle/1_130959.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0031,1_138909.png,images/fake/dalle/1_138909.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0032,1_127057.png,images/fake/dalle/1_127057.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0033,1_131883.png,images/fake/dalle/1_131883.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0034,1_139762.png,images/fake/dalle/1_139762.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0035,1_129936.png,images/fake/dalle/1_129936.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0036,1_135832.png,images/fake/dalle/1_135832.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0037,1_130083.png,images/fake/dalle/1_130083.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0038,1_131017.png,images/fake/dalle/1_131017.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0039,1_134215.png,images/fake/dalle/1_134215.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0040,1_132868.png,images/fake/dalle/1_132868.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0041,1_134116.png,images/fake/dalle/1_134116.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0042,1_131514.png,images/fake/dalle/1_131514.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0043,1_129860.png,images/fake/dalle/1_129860.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0044,1_136607.png,images/fake/dalle/1_136607.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0045,1_127101.png,images/fake/dalle/1_127101.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0046,1_128159.png,images/fake/dalle/1_128159.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0047,1_134412.png,images/fake/dalle/1_134412.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0048,1_130985.png,images/fake/dalle/1_130985.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0049,1_133735.png,images/fake/dalle/1_133735.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0050,1_131188.png,images/fake/dalle/1_131188.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0051,1_132348.png,images/fake/dalle/1_132348.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0052,1_139807.png,images/fake/dalle/1_139807.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0053,1_127867.png,images/fake/dalle/1_127867.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0054,1_137608.png,images/fake/dalle/1_137608.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0055,1_136848.png,images/fake/dalle/1_136848.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0056,1_129946.png,images/fake/dalle/1_129946.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0057,1_134177.png,images/fake/dalle/1_134177.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0058,1_136501.png,images/fake/dalle/1_136501.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0059,1_138675.png,images/fake/dalle/1_138675.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0060,1_125022.png,images/fake/dalle/1_125022.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0061,1_129994.png,images/fake/dalle/1_129994.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0062,1_129716.png,images/fake/dalle/1_129716.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0063,1_128459.png,images/fake/dalle/1_128459.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0064,1_134567.png,images/fake/dalle/1_134567.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0065,1_137889.png,images/fake/dalle/1_137889.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0066,1_137026.png,images/fake/dalle/1_137026.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0067,1_137463.png,images/fake/dalle/1_137463.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0068,1_130817.png,images/fake/dalle/1_130817.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0069,1_132803.png,images/fake/dalle/1_132803.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0070,1_135142.png,images/fake/dalle/1_135142.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0071,1_134762.png,images/fake/dalle/1_134762.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0072,1_134768.png,images/fake/dalle/1_134768.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0073,1_131160.png,images/fake/dalle/1_131160.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0074,1_128517.png,images/fake/dalle/1_128517.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0075,1_135899.png,images/fake/dalle/1_135899.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0076,1_135276.png,images/fake/dalle/1_135276.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0077,1_138020.png,images/fake/dalle/1_138020.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0078,1_139780.png,images/fake/dalle/1_139780.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0079,1_138058.png,images/fake/dalle/1_138058.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0080,1_132148.png,images/fake/dalle/1_132148.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0081,1_127796.png,images/fake/dalle/1_127796.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0082,1_130885.png,images/fake/dalle/1_130885.png,fake,dalle,DALL-E_pixiv,data\raw\art_dataset\fake\dalle
fake_0083,1_126405.png,images/fake/dalle/1_126405.png,fake,dalle,DALL-E_art,data\raw\art_dataset\fake\dalle
fake_0084,1_117874.png,images/fake/stable_diffusion/1_117874.png,fake,stable_diffusion,expressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0085,1_080873.png,images/fake/stable_diffusion/1_080873.png,fake,stable_diffusion,realism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0086,1_121726.png,images/fake/stable_diffusion/1_121726.png,fake,stable_diffusion,renaissance,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0087,1_087573.png,images/fake/stable_diffusion/1_087573.png,fake,stable_diffusion,renaissance,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0088,1_086676.png,images/fake/stable_diffusion/1_086676.png,fake,stable_diffusion,renaissance,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0089,1_071059.png,images/fake/stable_diffusion/1_071059.png,fake,stable_diffusion,impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0090,1_115752.png,images/fake/stable_diffusion/1_115752.png,fake,stable_diffusion,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0091,1_097729.png,images/fake/stable_diffusion/1_097729.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0092,1_124483.png,images/fake/stable_diffusion/1_124483.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0093,1_094319.png,images/fake/stable_diffusion/1_094319.png,fake,stable_diffusion,romanticism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0094,1_065485.png,images/fake/stable_diffusion/1_065485.png,fake,stable_diffusion,expressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0095,1_089185.png,images/fake/stable_diffusion/1_089185.png,fake,stable_diffusion,romanticism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0096,1_069436.png,images/fake/stable_diffusion/1_069436.png,fake,stable_diffusion,impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0097,1_064815.png,images/fake/stable_diffusion/1_064815.png,fake,stable_diffusion,expressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0098,1_096951.png,images/fake/stable_diffusion/1_096951.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0099,1_063143.png,images/fake/stable_diffusion/1_063143.png,fake,stable_diffusion,expressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0100,1_060749.png,images/fake/stable_diffusion/1_060749.png,fake,stable_diffusion,baroque,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0101,1_053693.png,images/fake/stable_diffusion/1_053693.png,fake,stable_diffusion,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0102,1_055121.png,images/fake/stable_diffusion/1_055121.png,fake,stable_diffusion,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0103,1_066139.png,images/fake/stable_diffusion/1_066139.png,fake,stable_diffusion,expressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0104,1_119666.png,images/fake/stable_diffusion/1_119666.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0105,1_086153.png,images/fake/stable_diffusion/1_086153.png,fake,stable_diffusion,renaissance,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0106,1_123089.png,images/fake/stable_diffusion/1_123089.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0107,1_094456.png,images/fake/stable_diffusion/1_094456.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0108,1_056865.png,images/fake/stable_diffusion/1_056865.png,fake,stable_diffusion,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0109,1_077939.png,images/fake/stable_diffusion/1_077939.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0110,1_075253.png,images/fake/stable_diffusion/1_075253.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0111,1_101166.png,images/fake/stable_diffusion/1_101166.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0112,1_087365.png,images/fake/stable_diffusion/1_087365.png,fake,stable_diffusion,renaissance,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0113,1_121007.png,images/fake/stable_diffusion/1_121007.png,fake,stable_diffusion,realism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0114,1_062835.png,images/fake/stable_diffusion/1_062835.png,fake,stable_diffusion,expressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0115,1_092170.png,images/fake/stable_diffusion/1_092170.png,fake,stable_diffusion,romanticism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0116,1_090729.png,images/fake/stable_diffusion/1_090729.png,fake,stable_diffusion,romanticism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0117,1_073257.png,images/fake/stable_diffusion/1_073257.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0118,1_079492.png,images/fake/stable_diffusion/1_079492.png,fake,stable_diffusion,realism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0119,1_074284.png,images/fake/stable_diffusion/1_074284.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0120,1_066082.png,images/fake/stable_diffusion/1_066082.png,fake,stable_diffusion,expressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0121,1_060764.png,images/fake/stable_diffusion/1_060764.png,fake,stable_diffusion,baroque,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0122,1_121215.png,images/fake/stable_diffusion/1_121215.png,fake,stable_diffusion,renaissance,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0123,1_090157.png,images/fake/stable_diffusion/1_090157.png,fake,stable_diffusion,romanticism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0124,1_052456.png,images/fake/stable_diffusion/1_052456.png,fake,stable_diffusion,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0125,1_101594.png,images/fake/stable_diffusion/1_101594.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0126,1_094308.png,images/fake/stable_diffusion/1_094308.png,fake,stable_diffusion,romanticism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0127,1_123790.png,images/fake/stable_diffusion/1_123790.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0128,1_094558.png,images/fake/stable_diffusion/1_094558.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0129,1_101122.png,images/fake/stable_diffusion/1_101122.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0130,1_058078.png,images/fake/stable_diffusion/1_058078.png,fake,stable_diffusion,baroque,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0131,1_095107.png,images/fake/stable_diffusion/1_095107.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0132,1_075955.png,images/fake/stable_diffusion/1_075955.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0133,1_064434.png,images/fake/stable_diffusion/1_064434.png,fake,stable_diffusion,expressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0134,1_116106.png,images/fake/stable_diffusion/1_116106.png,fake,stable_diffusion,baroque,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0135,1_096791.png,images/fake/stable_diffusion/1_096791.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0136,1_124874.png,images/fake/stable_diffusion/1_124874.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0137,1_090700.png,images/fake/stable_diffusion/1_090700.png,fake,stable_diffusion,romanticism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0138,1_081037.png,images/fake/stable_diffusion/1_081037.png,fake,stable_diffusion,realism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0139,1_078537.png,images/fake/stable_diffusion/1_078537.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0140,1_055384.png,images/fake/stable_diffusion/1_055384.png,fake,stable_diffusion,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0141,1_083623.png,images/fake/stable_diffusion/1_083623.png,fake,stable_diffusion,realism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0142,1_066424.png,images/fake/stable_diffusion/1_066424.png,fake,stable_diffusion,expressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0143,1_103220.png,images/fake/stable_diffusion/1_103220.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0144,1_099689.png,images/fake/stable_diffusion/1_099689.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0145,1_059046.png,images/fake/stable_diffusion/1_059046.png,fake,stable_diffusion,baroque,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0146,1_078007.png,images/fake/stable_diffusion/1_078007.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0147,1_059831.png,images/fake/stable_diffusion/1_059831.png,fake,stable_diffusion,baroque,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0148,1_096614.png,images/fake/stable_diffusion/1_096614.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0149,1_078543.png,images/fake/stable_diffusion/1_078543.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0150,1_121970.png,images/fake/stable_diffusion/1_121970.png,fake,stable_diffusion,renaissance,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0151,1_081901.png,images/fake/stable_diffusion/1_081901.png,fake,stable_diffusion,realism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0152,1_083722.png,images/fake/stable_diffusion/1_083722.png,fake,stable_diffusion,realism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0153,1_085116.png,images/fake/stable_diffusion/1_085116.png,fake,stable_diffusion,renaissance,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0154,1_069887.png,images/fake/stable_diffusion/1_069887.png,fake,stable_diffusion,impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0155,1_124354.png,images/fake/stable_diffusion/1_124354.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0156,1_122261.png,images/fake/stable_diffusion/1_122261.png,fake,stable_diffusion,romanticism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0157,1_101513.png,images/fake/stable_diffusion/1_101513.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0158,1_077097.png,images/fake/stable_diffusion/1_077097.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0159,1_086243.png,images/fake/stable_diffusion/1_086243.png,fake,stable_diffusion,renaissance,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0160,1_097505.png,images/fake/stable_diffusion/1_097505.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0161,1_092231.png,images/fake/stable_diffusion/1_092231.png,fake,stable_diffusion,romanticism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0162,1_101552.png,images/fake/stable_diffusion/1_101552.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0163,1_080174.png,images/fake/stable_diffusion/1_080174.png,fake,stable_diffusion,realism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0164,1_076059.png,images/fake/stable_diffusion/1_076059.png,fake,stable_diffusion,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0165,1_098525.png,images/fake/stable_diffusion/1_098525.png,fake,stable_diffusion,surrealism,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0166,1_102524.png,images/fake/stable_diffusion/1_102524.png,fake,stable_diffusion,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\stable_diffusion
fake_0167,1_110569.png,images/fake/original_ldm/1_110569.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0168,1_109119.png,images/fake/original_ldm/1_109119.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0169,1_049800.png,images/fake/original_ldm/1_049800.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0170,1_009431.png,images/fake/original_ldm/1_009431.png,fake,original_ldm,baroque,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0171,1_112548.png,images/fake/original_ldm/1_112548.png,fake,original_ldm,romanticism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0172,1_047459.png,images/fake/original_ldm/1_047459.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0173,1_026109.png,images/fake/original_ldm/1_026109.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0174,1_109391.png,images/fake/original_ldm/1_109391.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0175,1_014987.png,images/fake/original_ldm/1_014987.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0176,1_041269.png,images/fake/original_ldm/1_041269.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0177,1_014204.png,images/fake/original_ldm/1_014204.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0178,1_113469.png,images/fake/original_ldm/1_113469.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0179,1_111037.png,images/fake/original_ldm/1_111037.png,fake,original_ldm,renaissance,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0180,1_015174.png,images/fake/original_ldm/1_015174.png,fake,original_ldm,impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0181,1_042189.png,images/fake/original_ldm/1_042189.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0182,1_042966.png,images/fake/original_ldm/1_042966.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0183,1_029164.png,images/fake/original_ldm/1_029164.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0184,1_026759.png,images/fake/original_ldm/1_026759.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0185,1_035075.png,images/fake/original_ldm/1_035075.png,fake,original_ldm,renaissance,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0186,1_013680.png,images/fake/original_ldm/1_013680.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0187,1_107944.png,images/fake/original_ldm/1_107944.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0188,1_024828.png,images/fake/original_ldm/1_024828.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0189,1_105101.png,images/fake/original_ldm/1_105101.png,fake,original_ldm,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0190,1_039763.png,images/fake/original_ldm/1_039763.png,fake,original_ldm,romanticism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0191,1_015726.png,images/fake/original_ldm/1_015726.png,fake,original_ldm,impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0192,1_013368.png,images/fake/original_ldm/1_013368.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0193,1_107755.png,images/fake/original_ldm/1_107755.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0194,1_019011.png,images/fake/original_ldm/1_019011.png,fake,original_ldm,impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0195,1_017953.png,images/fake/original_ldm/1_017953.png,fake,original_ldm,impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0196,1_049526.png,images/fake/original_ldm/1_049526.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0197,1_110063.png,images/fake/original_ldm/1_110063.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0198,1_105304.png,images/fake/original_ldm/1_105304.png,fake,original_ldm,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0199,1_008069.png,images/fake/original_ldm/1_008069.png,fake,original_ldm,baroque,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0200,1_008885.png,images/fake/original_ldm/1_008885.png,fake,original_ldm,baroque,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0201,1_013156.png,images/fake/original_ldm/1_013156.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0202,1_021103.png,images/fake/original_ldm/1_021103.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
